"RowId","YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","DataValueTypeID","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","Geolocation","ClassID","TopicID","QuestionID","LocationID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2"
"BRFSS~2016~2016~13~Q40~TGC05~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Caregiving","Provide care for someone with cognitive impairment within the past month","Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC05","Q40","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2016~2016~13~Q37~TGC02~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Caregiving","Expect to provide care for someone in the next two years","Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years","%","PRCTG","Percentage","16.5","16.5",,,"13.1","20.7","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC02","Q37","13","AGE","5064","RACE","WHT"
"BRFSS~2016~2016~13~Q03~TMC01~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Mental Health","Frequent mental distress","Percentage of older adults who are experiencing frequent mental distress","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C05","TMC01","Q03","13","AGE","5064","RACE","HIS"
"BRFSS~2016~2016~13~Q18~TSC08~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","38.0","38.0",,,"25.8","51.8","Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2016~2016~13~Q20~TSC03~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Pap test within past 3 years","Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years","%","PRCTG","Percentage","82.3","82.3",,,"73.2","88.8","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC03","Q20","13","AGE","5064","RACE","BLK"
"BRFSS~2016~2016~13~Q46~TOC10~AGE~OVERALL","2016","2016","GA","Georgia","BRFSS","Overall Health","Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)","%","PRCTG","Percentage","38.0","38.0",,,"35.9","40.2","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC10","Q46","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2016~2016~13~Q12~TSC01~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Mammogram within past 2 years","Percentage of older adult women who have received a mammogram within the past 2 years","%","PRCTG","Percentage","71.9","71.9",,,"67.2","76.2","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC01","Q12","13","AGE","5064","RACE","WHT"
"BRFSS~2016~2016~13~Q32~TOC07~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Overall Health","Self-rated health (fair to poor health)","Percentage of older adults who self-reported that their health is ""fair"" or ""poor""","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC07","Q32","13","AGE","AGE_OVERALL","RACE","ASN"
"BRFSS~2016~2016~13~Q32~TOC07~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Overall Health","Self-rated health (fair to poor health)","Percentage of older adults who self-reported that their health is ""fair"" or ""poor""","%","PRCTG","Percentage","23.4","23.4",,,"19.6","27.6","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC07","Q32","13","AGE","5064","SEX","MALE"
"BRFSS~2016~2016~13~Q35~TOC03~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean","6.9","6.9",,,"5.8","7.9","Age Group","65 years or older","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","65PLUS","RACE","WHT"
"BRFSS~2016~2016~13~Q07~TOC05~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Overall Health","Oral health:  tooth retention","Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease","%","PRCTG","Percentage","77.3","77.3",,,"73.1","81.1","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC05","Q07","13","AGE","5064","SEX","MALE"
"BRFSS~2016~2016~13~Q36~TGC01~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Caregiving","Provide care for a friend or family member in past month","Percentage of older adults who provided care for a friend or family member within the past month","%","PRCTG","Percentage","21.7","21.7",,,"17.0","27.2","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC01","Q36","13","AGE","5064","RACE","BLK"
"BRFSS~2016~2016~13~Q20~TSC03~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Pap test within past 3 years","Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years","%","PRCTG","Percentage","67.4","67.4",,,"62.8","71.7","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC03","Q20","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2016~2016~13~Q03~TMC01~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Mental Health","Frequent mental distress","Percentage of older adults who are experiencing frequent mental distress","%","PRCTG","Percentage","9.1","9.1",,,"7.3","11.3","Age Group","65 years or older","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C05","TMC01","Q03","13","AGE","65PLUS","SEX","FEMALE"
"BRFSS~2016~2016~13~Q40~TGC05~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Caregiving","Provide care for someone with cognitive impairment within the past month","Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month","%","PRCTG","Percentage","7.2","7.2",,,"4.3","11.8","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC05","Q40","13","AGE","5064","RACE","WHT"
"BRFSS~2016~2016~13~Q17~TAC01~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Smoking and Alcohol Use","Current smoking","Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days","%","PRCTG","Percentage","22.5","22.5",,,"17.7","28.0","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C04","TAC01","Q17","13","AGE","5064","RACE","BLK"
"BRFSS~2016~2016~13~Q36~TGC01~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Caregiving","Provide care for a friend or family member in past month","Percentage of older adults who provided care for a friend or family member within the past month","%","PRCTG","Percentage","21.9","21.9",,,"18.0","26.4","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C07","TGC01","Q36","13","AGE","5064","SEX","MALE"
"BRFSS~2016~2016~13~Q11~TSC11~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Up-to-date with recommended vaccines and screenings - Women","Percentage of older adult women who are up to date with select clinical preventive services","%","PRCTG","Percentage","14.7","14.7",,,"11.3","18.9","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC11","Q11","13","AGE","5064","RACE","WHT"
"BRFSS~2016~2016~13~Q12~TSC01~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Mammogram within past 2 years","Percentage of older adult women who have received a mammogram within the past 2 years","%","PRCTG","Percentage","61.2","61.2",,,"42.6","77.1","Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC01","Q12","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2016~2016~13~Q33~TOC08~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Overall Health","Self-rated health (good to excellent health)","Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""","%","PRCTG","Percentage","65.4","65.4",,,"51.3","77.2","Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC08","Q33","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2016~2016~13~Q20~TSC03~AGE~OVERALL","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Pap test within past 3 years","Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years","%","PRCTG","Percentage","70.8","70.8",,,"67.1","74.2","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC03","Q20","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2016~2016~13~Q32~TOC07~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Overall Health","Self-rated health (fair to poor health)","Percentage of older adults who self-reported that their health is ""fair"" or ""poor""","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC07","Q32","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2016~2016~13~Q13~TNC04~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","37.8","37.8",,,"33.2","42.5","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","5064","SEX","MALE"
"BRFSS~2016~2016~13~Q09~TSC09~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Ever had pneumococcal vaccine","Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine","%","PRCTG","Percentage","71.6","71.6",,,"67.1","75.7","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C03","TSC09","Q09","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2016~2016~13~Q05~TOC06~AGE~OVERALL","2016","2016","GA","Georgia","BRFSS","Overall Health","Fall with injury within last year","Percentage of older adults who have fallen and sustained an injury within last year","%","PRCTG","Percentage","10.8","10.8",,,"9.5","12.2","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC06","Q05","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2016~2016~13~Q37~TGC02~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Caregiving","Expect to provide care for someone in the next two years","Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years","%","PRCTG","Percentage","14.1","14.1",,,"10.2","19.1","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C07","TGC02","Q37","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2016~2016~13~Q33~TOC08~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Overall Health","Self-rated health (good to excellent health)","Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C01","TOC08","Q33","13","AGE","5064","RACE","NAA"
"BRFSS~2016~2016~13~Q12~TSC01~AGE~OVERALL","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Mammogram within past 2 years","Percentage of older adult women who have received a mammogram within the past 2 years","%","PRCTG","Percentage","73.6","73.6",,,"69.8","77.0","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC01","Q12","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2016~2016~13~Q39~TGC04~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Caregiving","Intensity of caregiving among older adults","Average of 20 or more hours of care per week provided to a friend or family member","%","PRCTG","Percentage","42.0","42.0",,,"31.8","52.9","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC04","Q39","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2016~2016~13~Q05~TOC06~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Overall Health","Fall with injury within last year","Percentage of older adults who have fallen and sustained an injury within last year","%","PRCTG","Percentage","8.6","8.6",,,"6.4","11.4","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC06","Q05","13","AGE","5064","SEX","MALE"
"BRFSS~2016~2016~13~Q13~TNC04~AGE~RACE","2016","2016","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","5064","RACE","NAA"
"BRFSS~2016~2016~13~Q08~TOC01~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","5.6","5.6",,,"4.8","6.4","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","5064","SEX","FEMALE"
"BRFSS~2016~2016~13~Q13~TNC04~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","35.2","35.2",,,"32.4","38.1","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2016~2016~13~Q09~TSC09~AGE~SEX","2016","2016","GA","Georgia","BRFSS","Screenings and Vaccines","Ever had pneumococcal vaccine","Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine","%","PRCTG","Percentage","34.7","34.7",,,"28.0","42.1","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C03","TSC09","Q09","13","AGE","5064","SEX","MALE"
